,geo_code,geo_label,longitude,latitude,TDS,quintile
1,95AA01,Aldergrove,-6.290504931,54.64328232,-1.54027,3
2,95AA02,Balloo,-6.237731189,54.70663172,1.82892,4
3,95AA03,Ballycraigy,-6.184355374,54.70628357,2.89655,5
4,95AA04,Clady,-6.099088975,54.64575316,-3.25269,1
5,95AA05,Cranfield,-6.357106599,54.70785719,-0.78272,3
6,95AA06,Crumlin,-6.242235298,54.60759391,-0.14036,3
7,95AA07,Drumanaway,-6.355712941,54.77240545,-1.19629,3
8,95AA08,Farranshane,-6.179210625,54.72179025,3.54169,5
9,95AA09,Fountain Hill,-6.204057438,54.71501966,3.30162,5
10,95AA10,Greystone,-6.190423406,54.71041099,2.12437,4
11,95AA11,Massereene,-6.222233995,54.72371643,-2.25825,2
12,95AA12,Parkgate,-6.122782943,54.75665559,-4.67346,1
13,95AA13,Randalstown,-6.283939961,54.7312842,0.44805,4
14,95AA14,Shilvodan,-6.235047096,54.76941393,-2.85334,2
15,95AA15,Springfarm,-6.206814849,54.73345052,1.38808,4
16,95AA16,Steeple,-6.201917627,54.72235174,3.17653,5
17,95AA17,Stiles,-6.194113585,54.71689514,2.11455,4
18,95AA18,Templepatrick,-6.102857261,54.70346071,-3.50433,1
19,95AA19,Toome,-6.438721967,54.72419497,1.34583,4
20,95BB01,Ballygowan,-5.793015949,54.48989326,-3.28564,1
21,95BB02,Ballyrainey,-5.742851899,54.58229708,3.26542,5
22,95BB03,Ballywalter,-5.516338452,54.52233612,-0.05265,3
23,95BB04,Bradshaw's Brae,-5.735982673,54.6058778,-1.54932,3
24,95BB05,Carrowdore,-5.562288962,54.57105788,-2.19212,2
25,95BB06,Central,-5.692561559,54.58680893,4.47673,5
26,95BB07,Comber East,-5.720676702,54.54991676,0.88108,4
27,95BB08,Comber North,-5.740022855,54.56241009,0.23030,4
28,95BB09,Comber West,-5.774496207,54.55819295,-2.55042,2
29,95BB10,Donaghadee North,-5.576006385,54.64749462,-0.18711,3
30,95BB11,Donaghadee South,-5.546943373,54.63494911,0.39562,4
31,95BB12,Glen,-5.708688936,54.61249795,2.44378,4
32,95BB13,Gregstown,-5.66938287,54.58512537,-0.20349,3
33,95BB14,Killinchy,-5.701326189,54.48098088,-4.33136,1
34,95BB15,Kircubbin,-5.520393159,54.43794507,-0.37565,3
35,95BB16,Lisbane,-5.753704864,54.52255143,-4.79032,1
36,95BB17,Loughries,-5.632284263,54.60500937,-0.52561,3
37,95BB18,Millisle,-5.562374709,54.61448572,-2.01862,2
38,95BB19,Movilla,-5.674363656,54.6004213,-3.13467,1
39,95BB20,Portaferry,-5.512740801,54.37980309,2.54762,4
40,95BB21,Portavogie,-5.470704045,54.46821331,-1.24224,3
41,95BB22,Scrabo,-5.709518245,54.56932901,3.85883,5
42,95BB23,Whitespots,-5.684884148,54.60960795,-3.69913,1
43,95CC01,Abbey Park,-6.664065661,54.36178721,3.89394,5
44,95CC02,Ballymartrim,-6.731937166,54.37989142,-0.42553,3
45,95CC03,Callan Bridge,-6.667121576,54.3484827,7.68197,5
46,95CC04,Carrigatuke,-6.648897797,54.23901098,0.26777,4
47,95CC05,Charlemont,-6.654079655,54.42928919,-0.22785,3
48,95CC06,Demesne,-6.639456547,54.33581258,-0.59460,3
49,95CC07,Derrynoose,-6.752567693,54.23728335,-0.00124,3
50,95CC08,Downs,-6.663156752,54.33967959,4.22880,5
51,95CC09,Hamiltonsbawn,-6.525856945,54.33821274,-2.92097,2
52,95CC10,Hockley,-6.563055022,54.38926225,-2.59411,2
53,95CC11,Keady,-6.70485646,54.24957713,4.67155,5
54,95CC12,Killeen,-6.589366743,54.28515553,-1.69426,2
55,95CC13,Killylea,-6.805845713,54.31150487,-0.22139,3
56,95CC14,Laurelvale,-6.459723325,54.36487347,-2.57716,2
57,95CC15,Loughgall,-6.568635965,54.43093407,-0.84224,3
58,95CC16,Markethill,-6.510915843,54.27356483,0.02363,3
59,95CC17,Milford,-6.704640207,54.31411401,-1.64983,3
60,95CC18,Observatory,-6.636477402,54.3607269,1.02498,4
61,95CC19,Poyntz Pass,-6.421002537,54.2991462,-1.71159,2
62,95CC20,Rich Hill,-6.544626387,54.37278407,-1.30805,3
63,95CC21,Tandragee,-6.403539961,54.36028679,-0.82591,3
64,95CC22,The Mall,-6.640604631,54.34831424,3.28986,5
65,95DD01,Academy,-6.300689031,54.8676168,-3.08809,2
66,95DD02,Ahoghill,-6.36070024,54.85149618,-2.31594,2
67,95DD03,Ardeevin,-6.299844796,54.8492679,-3.59512,1
68,95DD04,Ballee,-6.266408312,54.8500445,6.18637,5
69,95DD05,Ballykeel,-6.254909206,54.86004475,6.00406,5
70,95DD06,Ballyloughan,-6.294525699,54.87568215,-2.44533,2
71,95DD07,Broughshane,-6.225321067,54.89379601,-1.58183,3
72,95DD08,Castle Demesne,-6.270916859,54.86502306,6.13631,5
73,95DD09,Craigywarren,-6.31059036,54.92544151,-3.95349,1
74,95DD10,Cullybackey,-6.355306922,54.8849593,1.39275,4
75,95DD11,Dunclug,-6.273804848,54.88202215,6.02840,5
76,95DD12,Dunminning,-6.397815273,54.92471964,-3.42581,1
77,95DD13,Fair Green,-6.273216268,54.87363735,3.76478,5
78,95DD14,Galgorm,-6.326237448,54.86088694,-2.99314,2
79,95DD15,Glenravel,-6.227616206,54.97988301,-1.52567,3
80,95DD16,Glenwhirry,-6.109595978,54.83482059,-3.63184,1
81,95DD17,Grange,-6.392259863,54.81297402,-3.07980,2
82,95DD18,Harryville,-6.281282233,54.84574397,2.27573,4
83,95DD19,Kells,-6.261937445,54.80941096,-1.78615,2
84,95DD20,Moat,-6.267391521,54.85813483,5.46963,5
85,95DD21,Park,-6.283271276,54.8740235,1.35465,4
86,95DD22,Portglenone,-6.449050915,54.87597531,-0.42655,3
87,95DD23,Slemish,-6.128036075,54.91569569,-3.89445,1
88,95DD24,Summerfield,-6.260458718,54.87384077,0.16403,3
89,95EE01,Ballyhoe and Corkey,-6.266511795,55.06162341,0.76743,4
90,95EE02,Benvardin,-6.506952159,55.12697979,0.92349,4
91,95EE03,Carnany,-6.497872402,55.07222878,2.16653,4
92,95EE04,Clogh Mills,-6.371120951,54.99343953,-0.01102,3
93,95EE05,Dervock,-6.47210689,55.08897016,-0.54776,3
94,95EE06,Dunloy,-6.433506825,55.01542452,1.38501,4
95,95EE07,Fairhill,-6.501666717,55.06171487,1.32793,4
96,95EE08,Glebe,-6.519324255,55.07653471,0.38628,4
97,95EE09,Killoquin Lower,-6.48836429,55.00138729,0.04360,3
98,95EE10,Killoquin Upper,-6.467199819,54.94023514,1.41945,4
99,95EE11,Knockaholet,-6.384083494,55.04786333,-1.73296,2
100,95EE12,Newhill,-6.509366893,55.07642588,4.02140,5
101,95EE13,Route,-6.531474803,55.07151143,3.36365,5
102,95EE14,Seacon,-6.561669784,55.07450248,0.05794,3
103,95EE15,Stranocum,-6.37874747,55.10300142,0.02636,3
104,95EE16,The Vow,-6.543035531,55.00232873,-0.84606,3
105,95FF01,Ballydown,-6.255930286,54.3405231,-2.77383,2
106,95FF02,Ballyward,-6.01150677,54.30727255,-1.10377,3
107,95FF03,Banbridge West,-6.288903488,54.34475169,0.69423,4
108,95FF04,Bannside,-6.216993846,54.31186169,-2.61680,2
109,95FF05,Dromore North,-6.128744854,54.42067339,1.03051,4
110,95FF06,Dromore South,-6.128427081,54.40337184,-2.44441,2
111,95FF07,Edenderry,-6.287533624,54.35183832,3.90481,5
112,95FF08,Fort,-6.280531775,54.34053367,0.44969,4
113,95FF09,Gilford,-6.366477757,54.37472962,1.47580,4
114,95FF10,Gransha,-6.082114576,54.36626779,-2.39024,2
115,95FF11,Katesbridge,-6.130518648,54.29071674,-3.07935,2
116,95FF12,Lawrencetown,-6.309253416,54.36907813,-2.10681,2
117,95FF13,Loughbrickland,-6.322315067,54.30341232,-1.79481,2
118,95FF14,Quilly,-6.195595692,54.39781062,-4.26795,1
119,95FF15,Rathfriland,-6.162740956,54.23731184,1.59194,4
120,95FF16,Seapatrick,-6.266271578,54.36468789,-1.74266,2
121,95FF17,The Cut,-6.266381368,54.35005325,3.60345,5
122,95GG01,Andersonstown,-5.992004781,54.57260794,3.34023,5
123,95GG02,Ardoyne,-5.958440939,54.61548918,10.10929,5
124,95GG03,Ballyhackamore,-5.871641944,54.59679767,-0.61548,3
125,95GG04,Ballymacarrett,-5.906955423,54.5980397,8.62764,5
126,95GG05,Ballynafeigh,-5.921649228,54.57739271,4.28522,5
127,95GG06,Ballysillan,-5.965873642,54.62961802,3.14143,5
128,95GG07,Beechmount,-5.964767211,54.59355745,7.53479,5
129,95GG08,Bellevue,-5.937642878,54.6519248,3.35982,5
130,95GG09,Belmont,-5.860822456,54.60956707,0.37126,4
131,95GG10,Blackstaff,-5.960744586,54.58046839,7.83360,5
132,95GG11,Bloomfield,-5.885114252,54.5937839,4.06455,5
133,95GG12,Botanic,-5.931078873,54.58408253,8.93731,5
134,95GG13,Castleview,-5.927754457,54.63796187,2.95422,5
135,95GG14,Cavehill,-5.952288818,54.63981471,-3.07674,2
136,95GG15,Cherryvalley,-5.845213669,54.58838527,-1.73707,2
137,95GG16,Chichester Park,-5.942695775,54.626598,3.25617,5
138,95GG17,Cliftonville,-5.958505569,54.62164389,4.63549,5
139,95GG18,Clonard,-5.960941986,54.59883771,9.21264,5
140,95GG19,Crumlin,-5.951540064,54.60896846,9.30507,5
141,95GG20,Duncairn,-5.908494546,54.6269481,8.95523,5
142,95GG21,Falls,-5.945874467,54.59671037,11.19067,5
143,95GG22,Falls Park,-5.977765314,54.58335328,3.19715,5
144,95GG23,Finaghy,-5.98664809,54.55007132,-1.92491,2
145,95GG24,Fortwilliam,-5.930608045,54.62851813,1.28540,4
146,95GG25,Glen Road,-5.998893193,54.58015648,4.26995,5
147,95GG26,Glencairn,-5.998022688,54.61710509,5.65316,5
148,95GG27,Glencolin,-6.022571433,54.59431087,5.36364,5
149,95GG28,Highfield,-5.984559284,54.60616589,2.87489,5
150,95GG29,Island,-5.898665348,54.60835887,6.33323,5
151,95GG30,Knock,-5.865684648,54.58888778,-1.27420,3
152,95GG31,Ladybrook,-6.003847078,54.56620813,3.05511,5
153,95GG32,Legoniel,-5.989980583,54.63499868,4.38213,5
154,95GG33,Malone,-5.959517712,54.56628869,-1.66334,3
155,95GG34,Musgrave,-5.980268346,54.56571087,-0.05484,3
156,95GG35,New Lodge,-5.931760488,54.60818829,10.17937,5
157,95GG36,Orangefield,-5.884389034,54.58545584,-1.55013,3
158,95GG37,Ravenhill,-5.909370589,54.58285326,-0.09921,3
159,95GG38,Rosetta,-5.917397464,54.56993706,-0.25141,3
160,95GG39,Shaftesbury,-5.931347676,54.5930007,9.05888,5
161,95GG40,Shankill,-5.946613325,54.60391165,9.95709,5
162,95GG41,Stormont,-5.83582139,54.60484595,-3.80413,1
163,95GG42,Stranmillis,-5.937760774,54.56875794,-1.57301,3
164,95GG43,Sydenham,-5.873956366,54.62081201,2.22132,4
165,95GG44,The Mount,-5.897646394,54.59229248,8.65403,5
166,95GG45,Upper Malone,-5.964813154,54.54923325,1.17147,4
167,95GG46,Upper Springfield,-5.996596924,54.5934837,8.33763,5
168,95GG47,Water Works,-5.940986338,54.61649142,9.01582,5
169,95GG48,Whiterock,-5.976938282,54.59372334,10.29452,5
170,95GG49,Windsor,-5.947984341,54.58001266,6.49480,5
171,95GG50,Woodstock,-5.907892183,54.59057196,7.47443,5
172,95GG51,Woodvale,-5.962826581,54.60821458,8.16348,5
173,95HH01,Blackhead,-5.70803368,54.76387127,-0.47597,3
174,95HH02,Bluefield,-5.793244987,54.7334397,-4.21224,1
175,95HH03,Boneybefore,-5.784044343,54.72482657,-1.76419,2
176,95HH04,Burleigh Hill,-5.821618276,54.72878193,-4.03023,1
177,95HH05,Clipperstown,-5.822178098,54.72050641,3.72518,5
178,95HH06,Eden,-5.780328226,54.75151345,-2.96360,2
179,95HH07,Gortalee,-5.871206913,54.69637285,3.50674,5
180,95HH08,Greenisland,-5.852577215,54.70299866,-1.90962,2
181,95HH09,Killycrot,-5.812812549,54.71408766,3.98759,5
182,95HH10,Knockagh,-5.87456905,54.70602424,-3.51697,1
183,95HH11,Love Lane,-5.805405065,54.72517498,4.40230,5
184,95HH12,Milebush,-5.810611327,54.73369604,0.14223,3
185,95HH13,Northland,-5.816031603,54.7236213,4.40372,5
186,95HH14,Sunnylands,-5.811429818,54.7207922,4.23841,5
187,95HH15,Victoria,-5.798863348,54.72888635,0.15581,3
188,95HH16,Whitehead,-5.729860582,54.75331405,-1.36722,3
189,95HH17,Woodburn,-5.860524568,54.74416644,-2.70887,2
190,95II01,Ballyhanwood,-5.8137609,54.57259625,-4.07385,1
191,95II02,Beechill,-5.918877518,54.54574129,-0.76673,3
192,95II03,Cairnshill,-5.891942182,54.55031945,-3.65888,1
193,95II04,Carrowreagh,-5.781210786,54.59733329,-0.53346,3
194,95II05,Carryduff East,-5.887429368,54.5276188,-1.69185,2
195,95II06,Carryduff West,-5.903627682,54.52196294,-2.88156,2
196,95II07,Cregagh,-5.900028083,54.57496194,5.00792,5
197,95II08,Downshire,-5.892568486,54.57527013,-0.31161,3
198,95II09,Dundonald,-5.806439937,54.60268096,-1.70528,2
199,95II10,Enler,-5.793208349,54.58672457,2.78585,4
200,95II11,Galwally,-5.89845392,54.56084156,-3.30749,1
201,95II12,Gilnahirk,-5.840827487,54.58576351,-3.76367,1
202,95II13,Graham's Bridge,-5.800023164,54.59202347,2.83313,4
203,95II14,Hillfoot,-5.884500801,54.56882174,-5.09117,1
204,95II15,Knockbracken,-5.900183335,54.54786008,-2.94711,2
205,95II16,Lisnasharragh,-5.881859919,54.57832961,0.15099,3
206,95II17,Lower Braniel,-5.868340426,54.5742275,-0.41459,3
207,95II18,Minnowburn,-5.940820449,54.54962442,2.36755,4
208,95II19,Moneyreagh,-5.851858671,54.52700383,-3.61243,1
209,95II20,Newtownbreda,-5.916454662,54.559196,-0.93868,3
210,95II21,Tullycarnet,-5.830534052,54.58778138,3.30676,5
211,95II22,Upper Braniel,-5.852671521,54.57177551,-1.23895,3
212,95II23,Wynchurch,-5.900458201,54.56978118,-1.43727,3
213,95JJ01,Agivey,-6.617681797,55.02773776,-1.88927,2
214,95JJ02,Atlantic,-6.684854284,55.19041031,1.62749,4
215,95JJ03,Ballysally,-6.659776354,55.14726101,6.48760,5
216,95JJ04,Castlerock,-6.810411479,55.14562627,-0.31288,3
217,95JJ05,Central,-6.664543525,55.1330414,6.52785,5
218,95JJ06,Churchland,-6.687117092,55.12737266,5.93122,5
219,95JJ07,Cross Glebe,-6.650799621,55.13742347,5.50991,5
220,95JJ08,Dundooan,-6.634899271,55.14497548,-1.52238,3
221,95JJ09,Dunluce,-6.567676485,55.17327218,-1.87473,2
222,95JJ10,Garvagh,-6.704921441,54.95316536,1.17539,4
223,95JJ11,Hopefield,-6.647809896,55.19080076,-0.73504,3
224,95JJ12,Kilrea,-6.591428214,54.9506595,1.94463,4
225,95JJ13,Knocklynn,-6.641626371,55.11458084,-1.59444,3
226,95JJ14,Macosquin,-6.743817548,55.10761616,-1.46098,3
227,95JJ15,Mount Sandel,-6.660352577,55.12400202,1.08625,4
228,95JJ16,Portstewart,-6.716068204,55.18278709,2.95066,5
229,95JJ17,Ringsend,-6.736242498,55.02354722,-0.77328,3
230,95JJ18,Royal Portrush,-6.634916755,55.20110056,3.90543,5
231,95JJ19,Strand,-6.731998235,55.16997813,-0.78124,3
232,95JJ20,The Cuts,-6.678506802,55.11353059,-0.87266,3
233,95JJ21,University,-6.673613293,55.14848135,3.33074,5
234,95JJ22,Waterside,-6.686645167,55.13692509,-2.20417,2
235,95KK01,Ardboe,-6.488234778,54.64386441,0.78941,4
236,95KK02,Coagh,-6.656968506,54.64399789,-1.23494,3
237,95KK03,Dunnamore,-6.931301098,54.68081843,-0.48470,3
238,95KK04,Gortalowry,-6.756206532,54.63502013,3.50691,5
239,95KK05,Killycolpy,-6.530064623,54.58811606,0.22335,4
240,95KK06,Killymoon,-6.730772496,54.63454357,2.07031,4
241,95KK07,Lissan,-6.788448044,54.70079517,-2.35317,2
242,95KK08,Moneymore,-6.673886782,54.67789057,0.39599,4
243,95KK09,Newbuildings,-6.738983574,54.65081405,2.67884,4
244,95KK10,Oaklands,-6.831154208,54.6388145,-1.88476,2
245,95KK11,Oldtown,-6.752619043,54.65183786,2.95989,5
246,95KK12,Pomeroy,-6.904308371,54.59143284,1.46633,4
247,95KK13,Sandholes,-6.762206745,54.59836161,-0.87052,3
248,95KK14,Stewartstown,-6.67277254,54.59544139,0.93888,4
249,95KK15,The Loop,-6.56660931,54.68889672,-0.93817,3
250,95KK16,Tullagh,-6.754240185,54.64380989,1.85595,4
251,95LL01,Aghagallon,-6.341642093,54.53219921,-1.76462,2
252,95LL02,Annagh,-6.431725552,54.39725443,4.16817,5
253,95LL03,Ballybay,-6.480396845,54.42254824,4.74164,5
254,95LL04,Ballyoran,-6.465105102,54.44537643,2.80041,4
255,95LL05,Bleary,-6.373509218,54.41242633,-3.07495,2
256,95LL06,Brownstown,-6.461852011,54.39850037,0.99243,4
257,95LL07,Church,-6.331813879,54.45644861,5.91547,5
258,95LL08,Corcrain,-6.450666324,54.42783496,7.95901,5
259,95LL09,Court,-6.343518755,54.46150001,6.84689,5
260,95LL10,Derrytrasna,-6.447790296,54.50941549,-1.10549,3
261,95LL11,Donaghcloney,-6.270837313,54.41857195,-2.31109,2
262,95LL12,Drumgask,-6.35483162,54.4436596,4.92335,5
263,95LL13,Drumgor,-6.375917355,54.45213198,3.73962,5
264,95LL14,Drumnamoe,-6.327211812,54.47435304,5.12918,5
265,95LL15,Edenderry,-6.430345182,54.42473546,0.06504,3
266,95LL16,Kernan,-6.405692915,54.44288823,-1.43070,3
267,95LL17,Killycomain,-6.418929515,54.42831213,0.10130,3
268,95LL18,Knocknashane,-6.318363668,54.44956646,-2.70683,2
269,95LL19,Magheralin,-6.274883676,54.46557235,-1.58595,3
270,95LL20,Mourneview,-6.33906453,54.45116944,2.67580,4
271,95LL21,Parklake,-6.318288487,54.46521855,2.29897,4
272,95LL22,Taghnevan,-6.359312007,54.45461913,3.32252,5
273,95LL23,Tavanagh,-6.451405244,54.41848932,4.01993,5
274,95LL24,The Birches,-6.52025701,54.47851657,-1.53365,3
275,95LL25,Waringstown,-6.312250069,54.43324088,-3.53122,1
276,95LL26,Woodville,-6.339456573,54.47322893,3.00481,5
277,95MM01,Altnagelvin,-7.277101925,54.98148644,2.87422,5
278,95MM02,Ballynashallog,-7.29586655,55.02627197,-1.07619,3
279,95MM03,Banagher,-7.121245996,54.87586675,1.05763,4
280,95MM04,Beechwood,-7.336440058,54.99940182,5.65804,5
281,95MM05,Brandywell,-7.334059675,54.99071451,10.27802,5
282,95MM06,Carn Hill,-7.324810397,55.02331574,6.23444,5
283,95MM07,Caw,-7.291706383,55.00418657,3.83313,5
284,95MM08,Clondermot,-7.299644273,54.9836406,2.97148,5
285,95MM09,Claudy,-7.163879553,54.95433002,1.24923,4
286,95MM10,Creggan Central,-7.348342156,54.99824837,10.34677,5
287,95MM11,Creggan South,-7.347187751,54.99136716,9.83482,5
288,95MM12,Crevagh,-7.376182396,54.99194082,6.56293,5
289,95MM13,Culmore,-7.285719754,55.04647245,3.83883,5
290,95MM14,Ebrington,-7.308775627,54.99960167,7.39891,5
291,95MM15,Eglinton,-7.185927307,55.03268256,0.11670,3
292,95MM16,Enagh,-7.24811727,55.01009281,1.70445,4
293,95MM17,Foyle Springs,-7.337767902,55.01031182,3.29706,5
294,95MM18,Holly Mount,-7.301537222,54.94917359,-0.15279,3
295,95MM19,Kilfennan,-7.28319243,54.99701787,0.37761,4
296,95MM20,Lisnagelvin,-7.29468219,54.99450391,3.13753,5
297,95MM21,New Buildings,-7.346902711,54.96683028,0.03858,3
298,95MM22,Pennyburn,-7.314094212,55.01468485,0.64604,4
299,95MM23,Rosemount,-7.331195964,55.00464287,8.28126,5
300,95MM24,Shantallow East,-7.310984336,55.02708797,8.50900,5
301,95MM25,Shantallow West,-7.339744237,55.03758285,7.45195,5
302,95MM26,Springtown,-7.34073349,55.01968786,3.91602,5
303,95MM27,Strand,-7.32121488,55.00490098,9.14610,5
304,95MM28,The Diamond,-7.323334363,54.99166292,9.19073,5
305,95MM29,Victoria,-7.315184082,54.98785087,6.28404,5
306,95MM30,Westland,-7.333268939,54.99643899,7.94141,5
307,95NN01,Ardglass,-5.613419937,54.29134806,1.92337,4
308,95NN02,Audley's Acre,-5.695679685,54.33129549,-0.75271,3
309,95NN03,Ballymaglave,-5.917740598,54.41039094,0.75829,4
310,95NN04,Ballymote,-5.696966613,54.31798567,5.31932,5
311,95NN05,Ballynahinch East,-5.88785468,54.40524633,2.53747,4
312,95NN06,Castlewellan,-5.944721856,54.2914954,2.54871,4
313,95NN07,Cathedral,-5.724918095,54.31548644,2.96296,5
314,95NN08,Crossgar,-5.727722186,54.37739389,-1.16841,3
315,95NN09,Derryboy,-5.716312017,54.43472126,-2.71062,2
316,95NN10,Donard,-5.909419283,54.1955654,-0.21223,3
317,95NN11,Drumaness,-5.826481773,54.36899419,-0.80950,3
318,95NN12,Dundrum,-5.881763721,54.26908289,1.75415,4
319,95NN13,Dunmore,-5.914984645,54.35689694,-2.97655,2
320,95NN14,Killough,-5.713741517,54.26870625,0.72020,4
321,95NN15,Killyleagh,-5.661610016,54.39815824,3.04792,5
322,95NN16,Kilmore,-5.838328825,54.42525282,-3.67764,1
323,95NN17,Murlough,-5.875764527,54.23640611,3.94484,5
324,95NN18,Quoile,-5.716059675,54.3459822,1.42678,4
325,95NN19,Saintfield,-5.838683834,54.4723079,-2.45811,2
326,95NN20,Seaforde,-5.814408342,54.31131298,-1.60889,3
327,95NN21,Shimna,-5.898345228,54.21801533,1.90003,4
328,95NN22,Strangford,-5.609384695,54.34330578,-1.41061,3
329,95NN23,Tollymore,-5.987638227,54.22122599,0.98093,4
330,95OO01,Altmore,-6.904084572,54.54349511,-0.13414,3
331,95OO02,Augher,-7.086688372,54.45360448,-1.06200,3
332,95OO03,Aughnacloy,-6.94054741,54.42922045,0.01309,3
333,95OO04,Ballygawley,-6.98183892,54.48921887,-0.17499,3
334,95OO05,Ballysaggart,-6.783729682,54.50031283,6.79008,5
335,95OO06,Benburb,-6.752225109,54.44355862,-0.56723,3
336,95OO07,Caledon,-6.844830708,54.40391009,-0.29967,3
337,95OO08,Castlecaulfield,-6.856940178,54.49327055,-1.14600,3
338,95OO09,Clogher,-7.172064647,54.40318021,0.55458,4
339,95OO10,Coalisland North,-6.679249751,54.55142666,2.64352,4
340,95OO11,Coalisland South,-6.700775258,54.52762276,4.70448,5
341,95OO12,Coalisland West and Newmills,-6.726054395,54.54146051,1.18108,4
342,95OO13,Coolhill,-6.743444363,54.49704145,2.59617,4
343,95OO14,Donaghmore,-6.788291731,54.55025779,0.22440,4
344,95OO15,Drumglass,-6.7595355,54.52497868,4.69832,5
345,95OO16,Fivemiletown,-7.277409728,54.3952797,1.12902,4
346,95OO17,Killyman,-6.636217186,54.49078642,-1.68520,2
347,95OO18,Killymeal,-6.739799701,54.50917289,3.68647,5
348,95OO19,Moy,-6.686949337,54.47028422,-0.15384,3
349,95OO20,Moygashel,-6.7582159,54.4847634,0.82004,4
350,95OO21,Mullaghmore,-6.782775065,54.51752024,4.39537,5
351,95OO22,Washing Bay,-6.615671845,54.53411241,0.17622,4
352,95PP01,Ballinamallard,-7.581177653,54.41363728,-1.90698,2
353,95PP02,Belcoo and Garrison,-7.996193932,54.41167723,0.34659,4
354,95PP03,Belleek and Boa,-7.853882617,54.53053615,1.06538,4
355,95PP04,Boho Cleenish and Letterbreen,-7.767306725,54.32858197,-2.07365,2
356,95PP05,Brookeborough,-7.332886843,54.33525536,-0.76974,3
357,95PP06,Castlecoole,-7.60720132,54.34418846,0.97009,4
358,95PP07,Derrygonnelly,-7.815452725,54.41458948,-1.14746,3
359,95PP08,Derrylin,-7.546276178,54.17823306,-0.52591,3
360,95PP09,Devenish,-7.651200014,54.36313369,5.87115,5
361,95PP10,Donagh,-7.401690902,54.24068364,-1.05622,3
362,95PP11,Erne,-7.630621148,54.36652005,2.12947,4
363,95PP12,Florence Court and Kinawley,-7.731775438,54.24489231,-0.06810,3
364,95PP13,Irvinestown,-7.615528814,54.47350117,3.24932,5
365,95PP14,Kesh Ederney and Lack,-7.663105326,54.52061456,0.31456,4
366,95PP15,Lisbellaw,-7.56487369,54.32546327,-1.32769,3
367,95PP16,Lisnarrick,-7.677310304,54.44021638,-1.82381,2
368,95PP17,Lisnaskea,-7.448814752,54.25448144,3.79076,5
369,95PP18,Maquires Bridge,-7.505523914,54.28226305,-0.98591,3
370,95PP19,Newtownbutler,-7.347091127,54.16942076,1.67804,4
371,95PP20,Portora,-7.654691526,54.35071775,2.45183,4
372,95PP21,Rosslea,-7.239780137,54.24944472,0.02067,3
373,95PP22,Rossorry,-7.664948571,54.340641,0.11218,3
374,95PP23,Tempo,-7.457865594,54.3911381,-0.78534,3
375,95QQ01,Antiville,-5.834717096,54.85283939,4.00891,5
376,95QQ02,Ballycarry,-5.780849657,54.79199783,-3.59883,1
377,95QQ03,Ballyloran,-5.842475206,54.85963475,4.47246,5
378,95QQ04,Blackcave,-5.817074621,54.86650726,3.02809,5
379,95QQ05,Carncastle,-5.854078708,54.88372269,-4.22457,1
380,95QQ06,Carnlough,-6.020112999,54.99188844,1.93571,4
381,95QQ07,Central,-5.820519269,54.84911233,4.69245,5
382,95QQ08,Craigy Hill,-5.837281197,54.8600442,3.04766,5
383,95QQ09,Gardenmore,-5.826725473,54.85973368,-0.11364,3
384,95QQ10,Glenarm,-5.952288074,54.90580058,-0.77825,3
385,95QQ11,Glynn,-5.854231494,54.80939138,-2.46564,2
386,95QQ12,Harbour,-5.805268789,54.85147338,0.90614,4
387,95QQ13,Island Magee,-5.72930299,54.81924577,-2.73990,2
388,95QQ14,Kilwaughter,-5.935114277,54.81865941,-2.82496,2
389,95QQ15,Town Parks,-5.817244323,54.85756821,1.81923,4
390,95RR01,Aghanloo,-6.875298867,55.06925472,-0.41178,3
391,95RR02,Ballykelly,-6.991211495,55.04578623,3.09777,5
392,95RR03,Coolessan,-6.949450343,55.0404799,7.19453,5
393,95RR04,Dungiven,-6.921578775,54.92884488,3.99396,5
394,95RR05,Enagh,-6.934190082,55.04158517,2.50174,4
395,95RR06,Feeny,-6.991824966,54.88747881,2.31779,4
396,95RR07,Forest,-6.872484605,55.00548005,-0.41428,3
397,95RR08,Glack,-7.046761214,55.00482562,-0.14205,3
398,95RR09,Gresteel,-7.102875521,55.03282794,1.72745,4
399,95RR10,Greystone,-6.942872681,55.0424143,7.92447,5
400,95RR11,Magilligan,-6.937383175,55.12624337,-0.27306,3
401,95RR12,Rathbrady,-6.937356839,55.04984321,0.02605,3
402,95RR13,Roeside,-6.948246341,55.05295223,6.21259,5
403,95RR14,The Highlands,-6.967162851,54.96742466,0.39326,4
404,95RR15,Upper Glenshane,-6.854742103,54.91240459,1.19436,4
405,95SS01,Ballinderry,-6.194361628,54.53491314,-3.62626,1
406,95SS02,Ballymacash,-6.061789124,54.52953616,-2.97782,2
407,95SS03,Ballymacbrennan,-5.964067844,54.4638361,-4.82995,1
408,95SS04,Ballymacoss,-6.081640138,54.54413245,-0.82708,3
409,95SS05,Blaris,-6.051350134,54.4954699,-0.44887,3
410,95SS06,Collin Glen,-6.047040797,54.57808325,10.16643,5
411,95SS07,Derryaghy,-6.036997484,54.54694427,1.24869,4
412,95SS08,Dromara,-6.006298352,54.40647498,-3.09904,1
413,95SS09,Drumbo,-5.949438745,54.51827379,-3.92249,1
414,95SS10,Dunmurry,-6.004510702,54.55491201,-1.04707,3
