geo_code,geo_label,TDS,quintile,longitude,latitude,latlong
95AA01,Aldergrove,-1.54027,3,-6.290504931,54.64328232,54.64328232 -6.290504931
95AA02,Balloo,1.82892,4,-6.237731189,54.70663172,54.70663172 -6.237731189
95AA03,Ballycraigy,2.89655,5,-6.184355374,54.70628357,54.70628357 -6.184355374
95AA04,Clady,-3.25269,1,-6.099088975,54.64575316,54.64575316 -6.099088975
95AA05,Cranfield,-0.78272,3,-6.357106599,54.70785719,54.70785719 -6.357106599
95AA06,Crumlin,-0.14036,3,-6.242235298,54.60759391,54.60759391 -6.242235298
95AA07,Drumanaway,-1.19629,3,-6.355712941,54.77240545,54.77240545 -6.355712941
95AA08,Farranshane,3.54169,5,-6.179210625,54.72179025,54.72179025 -6.179210625
95AA09,Fountain Hill,3.30162,5,-6.204057438,54.71501966,54.71501966 -6.204057438
95AA10,Greystone,2.12437,4,-6.190423406,54.71041099,54.71041099 -6.190423406
95AA11,Massereene,-2.25825,2,-6.222233995,54.72371643,54.72371643 -6.222233995
95AA12,Parkgate,-4.67346,1,-6.122782943,54.75665559,54.75665559 -6.122782943
95AA13,Randalstown,0.44805,4,-6.283939961,54.7312842,54.7312842 -6.283939961
95AA14,Shilvodan,-2.85334,2,-6.235047096,54.76941393,54.76941393 -6.235047096
95AA15,Springfarm,1.38808,4,-6.206814849,54.73345052,54.73345052 -6.206814849
95AA16,Steeple,3.17653,5,-6.201917627,54.72235174,54.72235174 -6.201917627
95AA17,Stiles,2.11455,4,-6.194113585,54.71689514,54.71689514 -6.194113585
95AA18,Templepatrick,-3.50433,1,-6.102857261,54.70346071,54.70346071 -6.102857261
95AA19,Toome,1.34583,4,-6.438721967,54.72419497,54.72419497 -6.438721967
95BB01,Ballygowan,-3.28564,1,-5.793015949,54.48989326,54.48989326 -5.793015949
95BB02,Ballyrainey,3.26542,5,-5.742851899,54.58229708,54.58229708 -5.742851899
95BB03,Ballywalter,-0.05265,3,-5.516338452,54.52233612,54.52233612 -5.516338452
95BB04,Bradshaw's Brae,-1.54932,3,-5.735982673,54.6058778,54.6058778 -5.735982673
95BB05,Carrowdore,-2.19212,2,-5.562288962,54.57105788,54.57105788 -5.562288962
95BB06,Central,4.47673,5,-5.692561559,54.58680893,54.58680893 -5.692561559
95BB07,Comber East,0.88108,4,-5.720676702,54.54991676,54.54991676 -5.720676702
95BB08,Comber North,0.2303,4,-5.740022855,54.56241009,54.56241009 -5.740022855
95BB09,Comber West,-2.55042,2,-5.774496207,54.55819295,54.55819295 -5.774496207
95BB10,Donaghadee North,-0.18711,3,-5.576006385,54.64749462,54.64749462 -5.576006385
95BB11,Donaghadee South,0.39562,4,-5.546943373,54.63494911,54.63494911 -5.546943373
95BB12,Glen,2.44378,4,-5.708688936,54.61249795,54.61249795 -5.708688936
95BB13,Gregstown,-0.20349,3,-5.66938287,54.58512537,54.58512537 -5.66938287
95BB14,Killinchy,-4.33136,1,-5.701326189,54.48098088,54.48098088 -5.701326189
95BB15,Kircubbin,-0.37565,3,-5.520393159,54.43794507,54.43794507 -5.520393159
95BB16,Lisbane,-4.79032,1,-5.753704864,54.52255143,54.52255143 -5.753704864
95BB17,Loughries,-0.52561,3,-5.632284263,54.60500937,54.60500937 -5.632284263
95BB18,Millisle,-2.01862,2,-5.562374709,54.61448572,54.61448572 -5.562374709
95BB19,Movilla,-3.13467,1,-5.674363656,54.6004213,54.6004213 -5.674363656
95BB20,Portaferry,2.54762,4,-5.512740801,54.37980309,54.37980309 -5.512740801
95BB21,Portavogie,-1.24224,3,-5.470704045,54.46821331,54.46821331 -5.470704045
95BB22,Scrabo,3.85883,5,-5.709518245,54.56932901,54.56932901 -5.709518245
95BB23,Whitespots,-3.69913,1,-5.684884148,54.60960795,54.60960795 -5.684884148
95CC01,Abbey Park,3.89394,5,-6.664065661,54.36178721,54.36178721 -6.664065661
95CC02,Ballymartrim,-0.42553,3,-6.731937166,54.37989142,54.37989142 -6.731937166
95CC03,Callan Bridge,7.68197,5,-6.667121576,54.3484827,54.3484827 -6.667121576
95CC04,Carrigatuke,0.26777,4,-6.648897797,54.23901098,54.23901098 -6.648897797
95CC05,Charlemont,-0.22785,3,-6.654079655,54.42928919,54.42928919 -6.654079655
95CC06,Demesne,-0.5946,3,-6.639456547,54.33581258,54.33581258 -6.639456547
95CC07,Derrynoose,-0.00124,3,-6.752567693,54.23728335,54.23728335 -6.752567693
95CC08,Downs,4.2288,5,-6.663156752,54.33967959,54.33967959 -6.663156752
95CC09,Hamiltonsbawn,-2.92097,2,-6.525856945,54.33821274,54.33821274 -6.525856945
95CC10,Hockley,-2.59411,2,-6.563055022,54.38926225,54.38926225 -6.563055022
95CC11,Keady,4.67155,5,-6.70485646,54.24957713,54.24957713 -6.70485646
95CC12,Killeen,-1.69426,2,-6.589366743,54.28515553,54.28515553 -6.589366743
95CC13,Killylea,-0.22139,3,-6.805845713,54.31150487,54.31150487 -6.805845713
95CC14,Laurelvale,-2.57716,2,-6.459723325,54.36487347,54.36487347 -6.459723325
95CC15,Loughgall,-0.84224,3,-6.568635965,54.43093407,54.43093407 -6.568635965
95CC16,Markethill,0.02363,3,-6.510915843,54.27356483,54.27356483 -6.510915843
95CC17,Milford,-1.64983,3,-6.704640207,54.31411401,54.31411401 -6.704640207
95CC18,Observatory,1.02498,4,-6.636477402,54.3607269,54.3607269 -6.636477402
95CC19,Poyntz Pass,-1.71159,2,-6.421002537,54.2991462,54.2991462 -6.421002537
95CC20,Rich Hill,-1.30805,3,-6.544626387,54.37278407,54.37278407 -6.544626387
95CC21,Tandragee,-0.82591,3,-6.403539961,54.36028679,54.36028679 -6.403539961
95CC22,The Mall,3.28986,5,-6.640604631,54.34831424,54.34831424 -6.640604631
95DD01,Academy,-3.08809,2,-6.300689031,54.8676168,54.8676168 -6.300689031
95DD02,Ahoghill,-2.31594,2,-6.36070024,54.85149618,54.85149618 -6.36070024
95DD03,Ardeevin,-3.59512,1,-6.299844796,54.8492679,54.8492679 -6.299844796
95DD04,Ballee,6.18637,5,-6.266408312,54.8500445,54.8500445 -6.266408312
95DD05,Ballykeel,6.00406,5,-6.254909206,54.86004475,54.86004475 -6.254909206
95DD06,Ballyloughan,-2.44533,2,-6.294525699,54.87568215,54.87568215 -6.294525699
95DD07,Broughshane,-1.58183,3,-6.225321067,54.89379601,54.89379601 -6.225321067
95DD08,Castle Demesne,6.13631,5,-6.270916859,54.86502306,54.86502306 -6.270916859
95DD09,Craigywarren,-3.95349,1,-6.31059036,54.92544151,54.92544151 -6.31059036
95DD10,Cullybackey,1.39275,4,-6.355306922,54.8849593,54.8849593 -6.355306922
95DD11,Dunclug,6.0284,5,-6.273804848,54.88202215,54.88202215 -6.273804848
95DD12,Dunminning,-3.42581,1,-6.397815273,54.92471964,54.92471964 -6.397815273
95DD13,Fair Green,3.76478,5,-6.273216268,54.87363735,54.87363735 -6.273216268
95DD14,Galgorm,-2.99314,2,-6.326237448,54.86088694,54.86088694 -6.326237448
95DD15,Glenravel,-1.52567,3,-6.227616206,54.97988301,54.97988301 -6.227616206
95DD16,Glenwhirry,-3.63184,1,-6.109595978,54.83482059,54.83482059 -6.109595978
95DD17,Grange,-3.0798,2,-6.392259863,54.81297402,54.81297402 -6.392259863
95DD18,Harryville,2.27573,4,-6.281282233,54.84574397,54.84574397 -6.281282233
95DD19,Kells,-1.78615,2,-6.261937445,54.80941096,54.80941096 -6.261937445
95DD20,Moat,5.46963,5,-6.267391521,54.85813483,54.85813483 -6.267391521
95DD21,Park,1.35465,4,-6.283271276,54.8740235,54.8740235 -6.283271276
95DD22,Portglenone,-0.42655,3,-6.449050915,54.87597531,54.87597531 -6.449050915
95DD23,Slemish,-3.89445,1,-6.128036075,54.91569569,54.91569569 -6.128036075
95DD24,Summerfield,0.16403,3,-6.260458718,54.87384077,54.87384077 -6.260458718
95EE01,Ballyhoe and Corkey,0.76743,4,-6.266511795,55.06162341,55.06162341 -6.266511795
95EE02,Benvardin,0.92349,4,-6.506952159,55.12697979,55.12697979 -6.506952159
95EE03,Carnany,2.16653,4,-6.497872402,55.07222878,55.07222878 -6.497872402
95EE04,Clogh Mills,-0.01102,3,-6.371120951,54.99343953,54.99343953 -6.371120951
95EE05,Dervock,-0.54776,3,-6.47210689,55.08897016,55.08897016 -6.47210689
95EE06,Dunloy,1.38501,4,-6.433506825,55.01542452,55.01542452 -6.433506825
95EE07,Fairhill,1.32793,4,-6.501666717,55.06171487,55.06171487 -6.501666717
95EE08,Glebe,0.38628,4,-6.519324255,55.07653471,55.07653471 -6.519324255
95EE09,Killoquin Lower,0.0436,3,-6.48836429,55.00138729,55.00138729 -6.48836429
95EE10,Killoquin Upper,1.41945,4,-6.467199819,54.94023514,54.94023514 -6.467199819
95EE11,Knockaholet,-1.73296,2,-6.384083494,55.04786333,55.04786333 -6.384083494
95EE12,Newhill,4.0214,5,-6.509366893,55.07642588,55.07642588 -6.509366893
95EE13,Route,3.36365,5,-6.531474803,55.07151143,55.07151143 -6.531474803
95EE14,Seacon,0.05794,3,-6.561669784,55.07450248,55.07450248 -6.561669784
95EE15,Stranocum,0.02636,3,-6.37874747,55.10300142,55.10300142 -6.37874747
95EE16,The Vow,-0.84606,3,-6.543035531,55.00232873,55.00232873 -6.543035531
95FF01,Ballydown,-2.77383,2,-6.255930286,54.3405231,54.3405231 -6.255930286
95FF02,Ballyward,-1.10377,3,-6.01150677,54.30727255,54.30727255 -6.01150677
95FF03,Banbridge West,0.69423,4,-6.288903488,54.34475169,54.34475169 -6.288903488
95FF04,Bannside,-2.6168,2,-6.216993846,54.31186169,54.31186169 -6.216993846
95FF05,Dromore North,1.03051,4,-6.128744854,54.42067339,54.42067339 -6.128744854
95FF06,Dromore South,-2.44441,2,-6.128427081,54.40337184,54.40337184 -6.128427081
95FF07,Edenderry,3.90481,5,-6.287533624,54.35183832,54.35183832 -6.287533624
95FF08,Fort,0.44969,4,-6.280531775,54.34053367,54.34053367 -6.280531775
95FF09,Gilford,1.4758,4,-6.366477757,54.37472962,54.37472962 -6.366477757
95FF10,Gransha,-2.39024,2,-6.082114576,54.36626779,54.36626779 -6.082114576
95FF11,Katesbridge,-3.07935,2,-6.130518648,54.29071674,54.29071674 -6.130518648
95FF12,Lawrencetown,-2.10681,2,-6.309253416,54.36907813,54.36907813 -6.309253416
95FF13,Loughbrickland,-1.79481,2,-6.322315067,54.30341232,54.30341232 -6.322315067
95FF14,Quilly,-4.26795,1,-6.195595692,54.39781062,54.39781062 -6.195595692
95FF15,Rathfriland,1.59194,4,-6.162740956,54.23731184,54.23731184 -6.162740956
95FF16,Seapatrick,-1.74266,2,-6.266271578,54.36468789,54.36468789 -6.266271578
95FF17,The Cut,3.60345,5,-6.266381368,54.35005325,54.35005325 -6.266381368
95GG01,Andersonstown,3.34023,5,-5.992004781,54.57260794,54.57260794 -5.992004781
95GG02,Ardoyne,10.10929,5,-5.958440939,54.61548918,54.61548918 -5.958440939
95GG03,Ballyhackamore,-0.61548,3,-5.871641944,54.59679767,54.59679767 -5.871641944
95GG04,Ballymacarrett,8.62764,5,-5.906955423,54.5980397,54.5980397 -5.906955423
95GG05,Ballynafeigh,4.28522,5,-5.921649228,54.57739271,54.57739271 -5.921649228
95GG06,Ballysillan,3.14143,5,-5.965873642,54.62961802,54.62961802 -5.965873642
95GG07,Beechmount,7.53479,5,-5.964767211,54.59355745,54.59355745 -5.964767211
95GG08,Bellevue,3.35982,5,-5.937642878,54.6519248,54.6519248 -5.937642878
95GG09,Belmont,0.37126,4,-5.860822456,54.60956707,54.60956707 -5.860822456
95GG10,Blackstaff,7.8336,5,-5.960744586,54.58046839,54.58046839 -5.960744586
95GG11,Bloomfield,4.06455,5,-5.885114252,54.5937839,54.5937839 -5.885114252
95GG12,Botanic,8.93731,5,-5.931078873,54.58408253,54.58408253 -5.931078873
95GG13,Castleview,2.95422,5,-5.927754457,54.63796187,54.63796187 -5.927754457
95GG14,Cavehill,-3.07674,2,-5.952288818,54.63981471,54.63981471 -5.952288818
95GG15,Cherryvalley,-1.73707,2,-5.845213669,54.58838527,54.58838527 -5.845213669
95GG16,Chichester Park,3.25617,5,-5.942695775,54.626598,54.626598 -5.942695775
95GG17,Cliftonville,4.63549,5,-5.958505569,54.62164389,54.62164389 -5.958505569
95GG18,Clonard,9.21264,5,-5.960941986,54.59883771,54.59883771 -5.960941986
95GG19,Crumlin,9.30507,5,-5.951540064,54.60896846,54.60896846 -5.951540064
95GG20,Duncairn,8.95523,5,-5.908494546,54.6269481,54.6269481 -5.908494546
95GG21,Falls,11.19067,5,-5.945874467,54.59671037,54.59671037 -5.945874467
95GG22,Falls Park,3.19715,5,-5.977765314,54.58335328,54.58335328 -5.977765314
95GG23,Finaghy,-1.92491,2,-5.98664809,54.55007132,54.55007132 -5.98664809
95GG24,Fortwilliam,1.2854,4,-5.930608045,54.62851813,54.62851813 -5.930608045
95GG25,Glen Road,4.26995,5,-5.998893193,54.58015648,54.58015648 -5.998893193
95GG26,Glencairn,5.65316,5,-5.998022688,54.61710509,54.61710509 -5.998022688
95GG27,Glencolin,5.36364,5,-6.022571433,54.59431087,54.59431087 -6.022571433
95GG28,Highfield,2.87489,5,-5.984559284,54.60616589,54.60616589 -5.984559284
95GG29,Island,6.33323,5,-5.898665348,54.60835887,54.60835887 -5.898665348
95GG30,Knock,-1.2742,3,-5.865684648,54.58888778,54.58888778 -5.865684648
95GG31,Ladybrook,3.05511,5,-6.003847078,54.56620813,54.56620813 -6.003847078
95GG32,Legoniel,4.38213,5,-5.989980583,54.63499868,54.63499868 -5.989980583
95GG33,Malone,-1.66334,3,-5.959517712,54.56628869,54.56628869 -5.959517712
95GG34,Musgrave,-0.05484,3,-5.980268346,54.56571087,54.56571087 -5.980268346
95GG35,New Lodge,10.17937,5,-5.931760488,54.60818829,54.60818829 -5.931760488
95GG36,Orangefield,-1.55013,3,-5.884389034,54.58545584,54.58545584 -5.884389034
95GG37,Ravenhill,-0.09921,3,-5.909370589,54.58285326,54.58285326 -5.909370589
95GG38,Rosetta,-0.25141,3,-5.917397464,54.56993706,54.56993706 -5.917397464
95GG39,Shaftesbury,9.05888,5,-5.931347676,54.5930007,54.5930007 -5.931347676
95GG40,Shankill,9.95709,5,-5.946613325,54.60391165,54.60391165 -5.946613325
95GG41,Stormont,-3.80413,1,-5.83582139,54.60484595,54.60484595 -5.83582139
95GG42,Stranmillis,-1.57301,3,-5.937760774,54.56875794,54.56875794 -5.937760774
95GG43,Sydenham,2.22132,4,-5.873956366,54.62081201,54.62081201 -5.873956366
95GG44,The Mount,8.65403,5,-5.897646394,54.59229248,54.59229248 -5.897646394
95GG45,Upper Malone,1.17147,4,-5.964813154,54.54923325,54.54923325 -5.964813154
95GG46,Upper Springfield,8.33763,5,-5.996596924,54.5934837,54.5934837 -5.996596924
95GG47,Water Works,9.01582,5,-5.940986338,54.61649142,54.61649142 -5.940986338
95GG48,Whiterock,10.29452,5,-5.976938282,54.59372334,54.59372334 -5.976938282
95GG49,Windsor,6.4948,5,-5.947984341,54.58001266,54.58001266 -5.947984341
95GG50,Woodstock,7.47443,5,-5.907892183,54.59057196,54.59057196 -5.907892183
95GG51,Woodvale,8.16348,5,-5.962826581,54.60821458,54.60821458 -5.962826581
95HH01,Blackhead,-0.47597,3,-5.70803368,54.76387127,54.76387127 -5.70803368
95HH02,Bluefield,-4.21224,1,-5.793244987,54.7334397,54.7334397 -5.793244987
95HH03,Boneybefore,-1.76419,2,-5.784044343,54.72482657,54.72482657 -5.784044343
95HH04,Burleigh Hill,-4.03023,1,-5.821618276,54.72878193,54.72878193 -5.821618276
95HH05,Clipperstown,3.72518,5,-5.822178098,54.72050641,54.72050641 -5.822178098
95HH06,Eden,-2.9636,2,-5.780328226,54.75151345,54.75151345 -5.780328226
95HH07,Gortalee,3.50674,5,-5.871206913,54.69637285,54.69637285 -5.871206913
95HH08,Greenisland,-1.90962,2,-5.852577215,54.70299866,54.70299866 -5.852577215
95HH09,Killycrot,3.98759,5,-5.812812549,54.71408766,54.71408766 -5.812812549
95HH10,Knockagh,-3.51697,1,-5.87456905,54.70602424,54.70602424 -5.87456905
95HH11,Love Lane,4.4023,5,-5.805405065,54.72517498,54.72517498 -5.805405065
95HH12,Milebush,0.14223,3,-5.810611327,54.73369604,54.73369604 -5.810611327
95HH13,Northland,4.40372,5,-5.816031603,54.7236213,54.7236213 -5.816031603
95HH14,Sunnylands,4.23841,5,-5.811429818,54.7207922,54.7207922 -5.811429818
95HH15,Victoria,0.15581,3,-5.798863348,54.72888635,54.72888635 -5.798863348
95HH16,Whitehead,-1.36722,3,-5.729860582,54.75331405,54.75331405 -5.729860582
95HH17,Woodburn,-2.70887,2,-5.860524568,54.74416644,54.74416644 -5.860524568
95II01,Ballyhanwood,-4.07385,1,-5.8137609,54.57259625,54.57259625 -5.8137609
95II02,Beechill,-0.76673,3,-5.918877518,54.54574129,54.54574129 -5.918877518
95II03,Cairnshill,-3.65888,1,-5.891942182,54.55031945,54.55031945 -5.891942182
95II04,Carrowreagh,-0.53346,3,-5.781210786,54.59733329,54.59733329 -5.781210786
95II05,Carryduff East,-1.69185,2,-5.887429368,54.5276188,54.5276188 -5.887429368
95II06,Carryduff West,-2.88156,2,-5.903627682,54.52196294,54.52196294 -5.903627682
95II07,Cregagh,5.00792,5,-5.900028083,54.57496194,54.57496194 -5.900028083
95II08,Downshire,-0.31161,3,-5.892568486,54.57527013,54.57527013 -5.892568486
95II09,Dundonald,-1.70528,2,-5.806439937,54.60268096,54.60268096 -5.806439937
95II10,Enler,2.78585,4,-5.793208349,54.58672457,54.58672457 -5.793208349
95II11,Galwally,-3.30749,1,-5.89845392,54.56084156,54.56084156 -5.89845392
95II12,Gilnahirk,-3.76367,1,-5.840827487,54.58576351,54.58576351 -5.840827487
95II13,Graham's Bridge,2.83313,4,-5.800023164,54.59202347,54.59202347 -5.800023164
95II14,Hillfoot,-5.09117,1,-5.884500801,54.56882174,54.56882174 -5.884500801
95II15,Knockbracken,-2.94711,2,-5.900183335,54.54786008,54.54786008 -5.900183335
95II16,Lisnasharragh,0.15099,3,-5.881859919,54.57832961,54.57832961 -5.881859919
95II17,Lower Braniel,-0.41459,3,-5.868340426,54.5742275,54.5742275 -5.868340426
95II18,Minnowburn,2.36755,4,-5.940820449,54.54962442,54.54962442 -5.940820449
95II19,Moneyreagh,-3.61243,1,-5.851858671,54.52700383,54.52700383 -5.851858671
95II20,Newtownbreda,-0.93868,3,-5.916454662,54.559196,54.559196 -5.916454662
95II21,Tullycarnet,3.30676,5,-5.830534052,54.58778138,54.58778138 -5.830534052
95II22,Upper Braniel,-1.23895,3,-5.852671521,54.57177551,54.57177551 -5.852671521
95II23,Wynchurch,-1.43727,3,-5.900458201,54.56978118,54.56978118 -5.900458201
95JJ01,Agivey,-1.88927,2,-6.617681797,55.02773776,55.02773776 -6.617681797
95JJ02,Atlantic,1.62749,4,-6.684854284,55.19041031,55.19041031 -6.684854284
95JJ03,Ballysally,6.4876,5,-6.659776354,55.14726101,55.14726101 -6.659776354
95JJ04,Castlerock,-0.31288,3,-6.810411479,55.14562627,55.14562627 -6.810411479
95JJ05,Central,6.52785,5,-6.664543525,55.1330414,55.1330414 -6.664543525
95JJ06,Churchland,5.93122,5,-6.687117092,55.12737266,55.12737266 -6.687117092
95JJ07,Cross Glebe,5.50991,5,-6.650799621,55.13742347,55.13742347 -6.650799621
95JJ08,Dundooan,-1.52238,3,-6.634899271,55.14497548,55.14497548 -6.634899271
95JJ09,Dunluce,-1.87473,2,-6.567676485,55.17327218,55.17327218 -6.567676485
95JJ10,Garvagh,1.17539,4,-6.704921441,54.95316536,54.95316536 -6.704921441
95JJ11,Hopefield,-0.73504,3,-6.647809896,55.19080076,55.19080076 -6.647809896
95JJ12,Kilrea,1.94463,4,-6.591428214,54.9506595,54.9506595 -6.591428214
95JJ13,Knocklynn,-1.59444,3,-6.641626371,55.11458084,55.11458084 -6.641626371
95JJ14,Macosquin,-1.46098,3,-6.743817548,55.10761616,55.10761616 -6.743817548
95JJ15,Mount Sandel,1.08625,4,-6.660352577,55.12400202,55.12400202 -6.660352577
95JJ16,Portstewart,2.95066,5,-6.716068204,55.18278709,55.18278709 -6.716068204
95JJ17,Ringsend,-0.77328,3,-6.736242498,55.02354722,55.02354722 -6.736242498
95JJ18,Royal Portrush,3.90543,5,-6.634916755,55.20110056,55.20110056 -6.634916755
95JJ19,Strand,-0.78124,3,-6.731998235,55.16997813,55.16997813 -6.731998235
95JJ20,The Cuts,-0.87266,3,-6.678506802,55.11353059,55.11353059 -6.678506802
95JJ21,University,3.33074,5,-6.673613293,55.14848135,55.14848135 -6.673613293
95JJ22,Waterside,-2.20417,2,-6.686645167,55.13692509,55.13692509 -6.686645167
95KK01,Ardboe,0.78941,4,-6.488234778,54.64386441,54.64386441 -6.488234778
95KK02,Coagh,-1.23494,3,-6.656968506,54.64399789,54.64399789 -6.656968506
95KK03,Dunnamore,-0.4847,3,-6.931301098,54.68081843,54.68081843 -6.931301098
95KK04,Gortalowry,3.50691,5,-6.756206532,54.63502013,54.63502013 -6.756206532
95KK05,Killycolpy,0.22335,4,-6.530064623,54.58811606,54.58811606 -6.530064623
95KK06,Killymoon,2.07031,4,-6.730772496,54.63454357,54.63454357 -6.730772496
95KK07,Lissan,-2.35317,2,-6.788448044,54.70079517,54.70079517 -6.788448044
95KK08,Moneymore,0.39599,4,-6.673886782,54.67789057,54.67789057 -6.673886782
95KK09,Newbuildings,2.67884,4,-6.738983574,54.65081405,54.65081405 -6.738983574
95KK10,Oaklands,-1.88476,2,-6.831154208,54.6388145,54.6388145 -6.831154208
95KK11,Oldtown,2.95989,5,-6.752619043,54.65183786,54.65183786 -6.752619043
95KK12,Pomeroy,1.46633,4,-6.904308371,54.59143284,54.59143284 -6.904308371
95KK13,Sandholes,-0.87052,3,-6.762206745,54.59836161,54.59836161 -6.762206745
95KK14,Stewartstown,0.93888,4,-6.67277254,54.59544139,54.59544139 -6.67277254
95KK15,The Loop,-0.93817,3,-6.56660931,54.68889672,54.68889672 -6.56660931
95KK16,Tullagh,1.85595,4,-6.754240185,54.64380989,54.64380989 -6.754240185
95LL01,Aghagallon,-1.76462,2,-6.341642093,54.53219921,54.53219921 -6.341642093
95LL02,Annagh,4.16817,5,-6.431725552,54.39725443,54.39725443 -6.431725552
95LL03,Ballybay,4.74164,5,-6.480396845,54.42254824,54.42254824 -6.480396845
95LL04,Ballyoran,2.80041,4,-6.465105102,54.44537643,54.44537643 -6.465105102
95LL05,Bleary,-3.07495,2,-6.373509218,54.41242633,54.41242633 -6.373509218
95LL06,Brownstown,0.99243,4,-6.461852011,54.39850037,54.39850037 -6.461852011
95LL07,Church,5.91547,5,-6.331813879,54.45644861,54.45644861 -6.331813879
95LL08,Corcrain,7.95901,5,-6.450666324,54.42783496,54.42783496 -6.450666324
95LL09,Court,6.84689,5,-6.343518755,54.46150001,54.46150001 -6.343518755
95LL10,Derrytrasna,-1.10549,3,-6.447790296,54.50941549,54.50941549 -6.447790296
95LL11,Donaghcloney,-2.31109,2,-6.270837313,54.41857195,54.41857195 -6.270837313
95LL12,Drumgask,4.92335,5,-6.35483162,54.4436596,54.4436596 -6.35483162
95LL13,Drumgor,3.73962,5,-6.375917355,54.45213198,54.45213198 -6.375917355
95LL14,Drumnamoe,5.12918,5,-6.327211812,54.47435304,54.47435304 -6.327211812
95LL15,Edenderry,0.06504,3,-6.430345182,54.42473546,54.42473546 -6.430345182
95LL16,Kernan,-1.4307,3,-6.405692915,54.44288823,54.44288823 -6.405692915
95LL17,Killycomain,0.1013,3,-6.418929515,54.42831213,54.42831213 -6.418929515
95LL18,Knocknashane,-2.70683,2,-6.318363668,54.44956646,54.44956646 -6.318363668
95LL19,Magheralin,-1.58595,3,-6.274883676,54.46557235,54.46557235 -6.274883676
95LL20,Mourneview,2.6758,4,-6.33906453,54.45116944,54.45116944 -6.33906453
95LL21,Parklake,2.29897,4,-6.318288487,54.46521855,54.46521855 -6.318288487
95LL22,Taghnevan,3.32252,5,-6.359312007,54.45461913,54.45461913 -6.359312007
95LL23,Tavanagh,4.01993,5,-6.451405244,54.41848932,54.41848932 -6.451405244
95LL24,The Birches,-1.53365,3,-6.52025701,54.47851657,54.47851657 -6.52025701
95LL25,Waringstown,-3.53122,1,-6.312250069,54.43324088,54.43324088 -6.312250069
95LL26,Woodville,3.00481,5,-6.339456573,54.47322893,54.47322893 -6.339456573
95MM01,Altnagelvin,2.87422,5,-7.277101925,54.98148644,54.98148644 -7.277101925
95MM02,Ballynashallog,-1.07619,3,-7.29586655,55.02627197,55.02627197 -7.29586655
95MM03,Banagher,1.05763,4,-7.121245996,54.87586675,54.87586675 -7.121245996
95MM04,Beechwood,5.65804,5,-7.336440058,54.99940182,54.99940182 -7.336440058
95MM05,Brandywell,10.27802,5,-7.334059675,54.99071451,54.99071451 -7.334059675
95MM06,Carn Hill,6.23444,5,-7.324810397,55.02331574,55.02331574 -7.324810397
95MM07,Caw,3.83313,5,-7.291706383,55.00418657,55.00418657 -7.291706383
95MM08,Clondermot,2.97148,5,-7.299644273,54.9836406,54.9836406 -7.299644273
95MM09,Claudy,1.24923,4,-7.163879553,54.95433002,54.95433002 -7.163879553
95MM10,Creggan Central,10.34677,5,-7.348342156,54.99824837,54.99824837 -7.348342156
95MM11,Creggan South,9.83482,5,-7.347187751,54.99136716,54.99136716 -7.347187751
95MM12,Crevagh,6.56293,5,-7.376182396,54.99194082,54.99194082 -7.376182396
95MM13,Culmore,3.83883,5,-7.285719754,55.04647245,55.04647245 -7.285719754
95MM14,Ebrington,7.39891,5,-7.308775627,54.99960167,54.99960167 -7.308775627
95MM15,Eglinton,0.1167,3,-7.185927307,55.03268256,55.03268256 -7.185927307
95MM16,Enagh,1.70445,4,-7.24811727,55.01009281,55.01009281 -7.24811727
95MM17,Foyle Springs,3.29706,5,-7.337767902,55.01031182,55.01031182 -7.337767902
95MM18,Holly Mount,-0.15279,3,-7.301537222,54.94917359,54.94917359 -7.301537222
95MM19,Kilfennan,0.37761,4,-7.28319243,54.99701787,54.99701787 -7.28319243
95MM20,Lisnagelvin,3.13753,5,-7.29468219,54.99450391,54.99450391 -7.29468219
95MM21,New Buildings,0.03858,3,-7.346902711,54.96683028,54.96683028 -7.346902711
95MM22,Pennyburn,0.64604,4,-7.314094212,55.01468485,55.01468485 -7.314094212
95MM23,Rosemount,8.28126,5,-7.331195964,55.00464287,55.00464287 -7.331195964
95MM24,Shantallow East,8.509,5,-7.310984336,55.02708797,55.02708797 -7.310984336
95MM25,Shantallow West,7.45195,5,-7.339744237,55.03758285,55.03758285 -7.339744237
95MM26,Springtown,3.91602,5,-7.34073349,55.01968786,55.01968786 -7.34073349
95MM27,Strand,9.1461,5,-7.32121488,55.00490098,55.00490098 -7.32121488
95MM28,The Diamond,9.19073,5,-7.323334363,54.99166292,54.99166292 -7.323334363
95MM29,Victoria,6.28404,5,-7.315184082,54.98785087,54.98785087 -7.315184082
95MM30,Westland,7.94141,5,-7.333268939,54.99643899,54.99643899 -7.333268939
95NN01,Ardglass,1.92337,4,-5.613419937,54.29134806,54.29134806 -5.613419937
95NN02,Audley's Acre,-0.75271,3,-5.695679685,54.33129549,54.33129549 -5.695679685
95NN03,Ballymaglave,0.75829,4,-5.917740598,54.41039094,54.41039094 -5.917740598
95NN04,Ballymote,5.31932,5,-5.696966613,54.31798567,54.31798567 -5.696966613
95NN05,Ballynahinch East,2.53747,4,-5.88785468,54.40524633,54.40524633 -5.88785468
95NN06,Castlewellan,2.54871,4,-5.944721856,54.2914954,54.2914954 -5.944721856
95NN07,Cathedral,2.96296,5,-5.724918095,54.31548644,54.31548644 -5.724918095
